item;element_subtype;alias;description;sessionuid;road;stretchs;secc;pk;dm;on_change_alarm;param1_brand;param2_model;param3_stream_mjpeg;param6_preset;param7_features;param9_onvif_hostname;param10_onvif_username;param11_onvif_password;param12_onvif_ptz_params;sentido;data_proxy
52;3;S1TS-DOM-007;S1TS-DOM-007;S1TS-DOM-007;AVO;S1TS-ZON-014;Secc.01-10-02;38+31;2010;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S1TS-DOM-007;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.25.8.2/snap.jpg?JpegCam=1
53;1;S1TS-CAM-015;S1TS-CAM-015;S1TS-CAM-015;AVO;S1TS-ZON-015;Secc.01-10-02;38+39;2090;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TS-CAM-015;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.4.4/snap.jpg?JpegCam=1
54;3;S1TN-DOM-007;S1TN-DOM-007;S1TN-DOM-007;AVO;S1TN_EXT;Secc.01-11-13;38+41;2105;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S1TN-DOM-007;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.3.6;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.3.6/snap.jpg?JpegCam=1
55;1;S1TS-CAM-016;S1TS-CAM-016;S1TS-CAM-016;AVO;S1TS-ZON-016;Secc.01-10-02;38+48;2175;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TS-CAM-016;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.4.5/snap.jpg?JpegCam=1
56;3;S1TS-DOM-008;S1TS-DOM-008;S1TS-DOM-008;AVO;S1TS-ZON-016;Secc.01-10-02;38+55;2248;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S1TS-DOM-008;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.4.7;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.4.7/snap.jpg?JpegCam=1
57;3;S1TN-DOM-006;S1TN-DOM-006;S1TN-DOM-006;AVO;S1TN_EXT;Secc.01-11-13;38+55;2250;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S1TN-DOM-006;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.3.5;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.3.5/snap.jpg?JpegCam=1
58;1;S1TS-CAM-017;S1TS-CAM-017;S1TS-CAM-017;AVO;S1TS-ZON-017;Secc.01-10-02;38+56;2260;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TS-CAM-017;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.4.6/snap.jpg?JpegCam=1
59;1;S1TS-CAM-018;S1TS-CAM-018;S1TS-CAM-018;AVO;S1TS-ZON-018;Secc.01-10-02;38+56;2360;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TS-CAM-018;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.4.8/snap.jpg?JpegCam=1
60;3;S1TS-DOM-009;S1TS-DOM-009;S1TS-DOM-009;AVO;S1TS-ZON-018;Secc.01-10-02;38+73;2428;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S1TS-DOM-009;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.4.10;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.4.10/snap.jpg?JpegCam=1
61;1;S1TS-CAM-019;S1TS-CAM-019;S1TS-CAM-019;AVO;S1TS-ZON-019;Secc.01-10-02;38+76;2460;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TS-CAM-019;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.4.9/snap.jpg?JpegCam=1
62;1;S1TS-CAM-020;S1TS-CAM-020;S1TS-CAM-020;AVO;S1TS-ZON-019;Secc.01-10-02;38+85;2550;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TS-CAM-020;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.4.11/snap.jpg?JpegCam=1
63;1;S1TS-CAM-021;S1TS-CAM-021;S1TS-CAM-021;AVO;S1TS-ZON-020;Secc.01-10-02;38+93;2630;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TS-CAM-021;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.4.12/snap.jpg?JpegCam=1
64;3;S1TN-DOM-004;S1TN-DOM-004;S1TN-DOM-004;AVO;S1TN_EXT;Secc.01-11-12;38+94;2635;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S1TN-DOM-004;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.3.7;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.3.7/snap.jpg?JpegCam=1
65;1;S1TS-CAM-022;S1TS-CAM-022;S1TS-CAM-022;AVO;S1TS-ZON-021;Secc.01-10-03;39+02;2720;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TS-CAM-022;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.4.13/snap.jpg?JpegCam=1
66;1;S1TS-CAM-023;S1TS-CAM-023;S1TS-CAM-023;AVO;S1TS-ZON-022;Secc.01-10-03;39+11;2810;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TS-CAM-023;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.6.1/snap.jpg?JpegCam=1
67;3;S1TS-DOM-011;S1TS-DOM-011;S1TS-DOM-011;AVO;S1TS-ZON-022;Secc.01-10-03;39+12;2820;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S1TS-DOM-011;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.6.2;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.6.2/snap.jpg?JpegCam=1
68;1;S1TS-CAM-024;S1TS-CAM-024;S1TS-CAM-024;AVO;S1TS-ZON-023;Secc.01-10-03;39+20;2900;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TS-CAM-024;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.6.3/snap.jpg?JpegCam=1
69;3;S1TN-DOM-003;S1TN-DOM-003;S1TN-DOM-003;AVO;S1TN_EXT;Secc.01-11-12;39+24;2935;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S1TN-DOM-003;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.5.1;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.5.1/snap.jpg?JpegCam=1
70;1;S1TS-CAM-025;S1TS-CAM-025;S1TS-CAM-025;AVO;S1TS-ZON-024;Secc.01-10-03;39+26;2960;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TS-CAM-025;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.6.4/snap.jpg?JpegCam=1
71;3;S1TN-DOM-002;S1TN-DOM-002;S1TN-DOM-002;AVO;S1TN-ZON-004;Secc.01-11-12;39+36;3055;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S1TN-DOM-002;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.5.4;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.5.4/snap.jpg?JpegCam=1
72;1;S1TS-CAM-026;S1TS-CAM-026;S1TS-CAM-026;AVO;S1TS-ZON-025;Secc.01-10-03;39+38;3080;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TS-CAM-026;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.6.8/snap.jpg?JpegCam=1
73;1;S1TN-CAM-003;S1TN-CAM-003;S1TN-CAM-003;AVO;S1TN-ZON-004;Secc.01-11-12;39+39;3090;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TN-CAM-003;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.5.3/snap.jpg?JpegCam=1
74;1;S1TS-CAM-027;S1TS-CAM-027;S1TS-CAM-027;AVO;S1TS-ZON-026;Secc.01-10-03;39+47;3170;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TS-CAM-027;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.6.9/snap.jpg?JpegCam=1
75;1;S1TN-CAM-002;S1TN-CAM-002;S1TN-CAM-002;AVO;S1TN-ZON-003;Secc.01-11-12;39+48;3180;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TN-CAM-002;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.5.2/snap.jpg?JpegCam=1
76;1;SIGO-CAM-003;SIGO-CAM-003;SIGO-CAM-003;AVO;SIGO-ZON-002;Secc.01-14-03;1+27;1270;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SIGO-CAM-003;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.6.10/snap.jpg?JpegCam=1
77;1;S1TS-CAM-028;S1TS-CAM-028;S1TS-CAM-028;AVO;S1TS-ZON-027;Secc.01-10-03;39+56;3260;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TS-CAM-028;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.7.1/snap.jpg?JpegCam=1
78;1;S1TN-CAM-001;S1TN-CAM-001;S1TN-CAM-001;AVO;S1TN-ZON-001;Secc.01-11-12;39+58;3280;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TN-CAM-001;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.5.6/snap.jpg?JpegCam=1
79;3;S1TS-DOM-012;S1TS-DOM-012;S1TS-DOM-012;AVO;S1TS-ZON-027;Secc.01-10-03;39+58;3280;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S1TS-DOM-012;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.7.2;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.7.2/snap.jpg?JpegCam=1
80;3;S1TN-DOM-001;S1TN-DOM-001;S1TN-DOM-001;AVO;S1TN-ZON-001;Secc.01-11-12;39+59;3290;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S1TN-DOM-001;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.5.5;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.5.5/snap.jpg?JpegCam=1
81;1;S1TS-CAM-029;S1TS-CAM-029;S1TS-CAM-029;AVO;S1TS-ZON-027;Secc.01-10-03;39+64;3340;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S1TS-CAM-029;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.7.3/snap.jpg?JpegCam=1
82;3;SIGO-DOM-002;SIGO-DOM-002;SIGO-DOM-002;AVO;SIGO_EXT;Secc.01-14-03;1+47;1470;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/SIGO-DOM-002;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.6.6;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.6.6/snap.jpg?JpegCam=1
193;1;S2TN-CAM-040;S2TN-CAM-040;S2TN-CAM-040;AVO;S2TN-ZON-040;Secc.03-11-11;40+575;4275;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-040;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.8.4/snap.jpg?JpegCam=1
194;1;S2TN-CAM-041;S2TN-CAM-041;S2TN-CAM-041;AVO;S2TN-ZON-041;Secc.03-11-11;40+465;4165;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-041;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.8.3/snap.jpg?JpegCam=1
195;3;S2TN-DOM-024;S2TN-DOM-024;S2TN-DOM-024;AVO;S2TN-ZON-042;Secc.03-11-11;40+45;4150;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TN-DOM-024;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.8.2;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.8.2/snap.jpg?JpegCam=1
196;1;S2TN-CAM-042;S2TN-CAM-042;S2TN-CAM-042;AVO;S2TN-ZON-043;Secc.03-11-11;40+355;4055;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-042;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.8.1/snap.jpg?JpegCam=1
197;1;SVIP-CAM-001;SVIP-CAM-001;SVIP-CAM-001;AVO;SVIP-ZON-001;Secc.03-15-12;2+085;2085;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SVIP-CAM-001;;;;;;;;http://service:WSS4Bosch99..,@10.50.5.16/snap.jpg?JpegCam=1
198;1;S2TN-CAM-043;S2TN-CAM-043;S2TN-CAM-043;AVO;S2TN-ZON-044;Secc.03-11-11;40+24;3940;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-043;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.5.14/snap.jpg?JpegCam=1
199;3;S2TN-DOM-025;S2TN-DOM-025;S2TN-DOM-025;AVO;S2TN-ZON-044;Secc.03-11-11;40+22;3920;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TN-DOM-025;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.5.15;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.5.15/snap.jpg?JpegCam=1
200;1;S2TN-CAM-044;S2TN-CAM-044;S2TN-CAM-044;AVO;S2TN-ZON-045;Secc.03-11-11;40+13;3830;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-044;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.5.12/snap.jpg?JpegCam=1
201;3;SVIP-DOM-001;SVIP-DOM-001;SVIP-DOM-001;AVO;SVIP-ZON-002;Secc.03-15-12;2+27;2270;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/SVIP-DOM-001;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.5.17;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.5.17/snap.jpg?JpegCam=1
202;1;S2TN-CAM-045;S2TN-CAM-045;S2TN-CAM-045;AVO;S2TN-ZON-046;Secc.03-11-11;40+02;3720;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-045;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.5.13/snap.jpg?JpegCam=1
203;3;S2TN-DOM-026;S2TN-DOM-026;S2TN-DOM-026;AVO;S2TN-ZON-047;Secc.03-11-11;39+965;3665;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TN-DOM-026;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.5.11;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.5.11/snap.jpg?JpegCam=1
204;1;S2TN-CAM-046;S2TN-CAM-046;S2TN-CAM-046;AVO;S2TN-ZON-047;Secc.03-11-11;39+915;3615;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-046;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.5.10/snap.jpg?JpegCam=1
205;1;S2TN-CAM-047;S2TN-CAM-047;S2TN-CAM-047;AVO;S2TN-ZON-048;Secc.03-11-11;39+8;3500;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-047;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.5.8/snap.jpg?JpegCam=1
206;3;S2TN-DOM-027;S2TN-DOM-027;S2TN-DOM-027;AVO;S2TN-ZON-048;Secc.03-11-11;39+8;3500;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TN-DOM-027;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.5.9;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.5.9/snap.jpg?JpegCam=1
207;1;S2TN-CAM-048;S2TN-CAM-048;S2TN-CAM-048;AVO;S2TN-ZON-049;Secc.03-11-11;39+695;3395;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-048;;;;;;;;http://service:WSS4Bosch99..,@10.50.5.7/snap.jpg?JpegCam=1
208;1;S2TN-CAM-037;S2TN-CAM-037;S2TN-CAM-037;AVO;S2TN-ZON-037;Secc.03-11-10;40+85;4550;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-037;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.8.7/snap.jpg?JpegCam=1
209;1;S2TN-CAM-038;S2TN-CAM-038;S2TN-CAM-038;AVO;S2TN-ZON-038;Secc.03-11-11;40+795;4495;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-038;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.8.8/snap.jpg?JpegCam=1
210;3;S2TN-DOM-023;S2TN-DOM-023;S2TN-DOM-023;AVO;S2TN-ZON-039;Secc.03-11-11;40+685;4385;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TN-DOM-023;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.8.5;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.8.5/snap.jpg?JpegCam=1
211;1;S2TN-CAM-039;S2TN-CAM-039;S2TN-CAM-039;AVO;S2TN-ZON-039;Secc.03-11-11;40+685;4385;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-039;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.8.6/snap.jpg?JpegCam=1
212;1;S2TN-CAM-036;S2TN-CAM-036;S2TN-CAM-036;AVO;S2TN-ZON-037;Secc.03-11-11;40+885;4585;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-036;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.8.10/snap.jpg?JpegCam=1
213;3;S2TN-DOM-022;S2TN-DOM-022;S2TN-DOM-022;AVO;S2TN-ZON-037;Secc.03-11-11;40+95;4650;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TN-DOM-022;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.8.9;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.8.9/snap.jpg?JpegCam=1
214;1;S2TN-CAM-035;S2TN-CAM-035;S2TN-CAM-035;AVO;S2TN-ZON-036;Secc.03-11-11;40+965;4665;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-035;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.8.11/snap.jpg?JpegCam=1
